"place","place_label","location"
"http://www.wikidata.org/entity/Q1139313","Lincoln Square","Point(-73.9818 40.7733)"
"http://www.wikidata.org/entity/Q7055673","North Hudson","Point(-74.015 40.7827)"
"http://www.wikidata.org/entity/Q976477","Turtle Bay","Point(-73.967411111 40.755361111)"
"http://www.wikidata.org/entity/Q109968","Columbus Circle","Point(-73.981944444 40.768055555)"
"http://www.wikidata.org/entity/Q6649270","Little Brazil","Point(-73.98055556 40.75666667)"
"http://www.wikidata.org/entity/Q11259","Times Square","Point(-73.985708 40.75773)"
"http://www.wikidata.org/entity/Q2662015","Theater District","Point(-73.986261111 40.756588888)"
"http://www.wikidata.org/entity/Q235065","Broadway theatre","Point(-73.986388888 40.755833333)"
"http://www.wikidata.org/entity/Q602140","Murray Hill","Point(-73.978333333 40.748333333)"
"http://www.wikidata.org/entity/Q500402","East Side","Point(-73.98 40.75)"
"http://www.wikidata.org/entity/Q1501208","Kips Bay","Point(-73.978333333 40.741388888)"
"http://www.wikidata.org/entity/Q1321501","Koreatown","Point(-73.987 40.747)"
"http://www.wikidata.org/entity/Q1107182","Rose Hill","Point(-73.983 40.742)"
"http://www.wikidata.org/entity/Q11249","Midtown Manhattan","Point(-73.986 40.747)"
"http://www.wikidata.org/entity/Q1191972","Gramercy Park","Point(-73.986111 40.737778)"
"http://www.wikidata.org/entity/Q840133","Hell's Kitchen","Point(-73.994508 40.763186)"
"http://www.wikidata.org/entity/Q1633867","Hudson Yards","Point(-74.003783 40.754661)"
"http://www.wikidata.org/entity/Q1494337","Garment District","Point(-73.9888 40.7535)"
"http://www.wikidata.org/entity/Q1274032","NoMad","Point(-73.9883 40.7442)"
"http://www.wikidata.org/entity/Q1427377","Flatiron District","Point(-73.9896 40.7408)"
"http://www.wikidata.org/entity/Q1069129","Chelsea","Point(-74.002222 40.745278)"
"http://www.wikidata.org/entity/Q110007","Union Square","Point(-73.990556 40.735556)"
"http://www.wikidata.org/entity/Q1191048","West Village","Point(-74.0036 40.7358)"
"http://www.wikidata.org/entity/Q7834001","Transfer Station","Point(-74.0439 40.7581)"
"http://www.wikidata.org/entity/Q7432951","Schuetzen Park","Point(-74.0359 40.7768)"
"http://www.wikidata.org/entity/Q7055302","North End","Point(-74.0503 40.8019)"
"http://www.wikidata.org/entity/Q7007038","New Durham, North Bergen","Point(-74.0328 40.7854)"
"http://www.wikidata.org/entity/Q5659151","Harmon Cove","Point(-74.0788 40.7809)"
"http://www.wikidata.org/entity/Q280729","Meatpacking District","Point(-74.006944 40.740278)"
"http://www.wikidata.org/entity/Q14705729","Marion Section","Point(-74.074 40.7354)"
"http://www.wikidata.org/entity/Q12688148","India Square","Point(-74.0646 40.7356)"
"http://www.wikidata.org/entity/Q7988302","Western Slope","Point(-74.0598 40.7474)"
"http://www.wikidata.org/entity/Q7739304","The Heights","Point(-74.0506 40.7474)"
